ConsumptionID,Timestamp,EnergyTypeID,LocationID,DeviceID,WeatherID,EnergyConsumed,Cost,PeakHourFlag,Season
368,2022-01-16 07:00:00,3,6,55,368,17.85,42.92,True,Autumn
369,2022-01-16 08:00:00,1,1,12,369,12.21,51.98,True,Winter
370,2022-01-16 09:00:00,3,5,6,370,10.84,17.9,True,Winter
371,2022-01-16 10:00:00,3,2,66,371,1.04,66.63,True,Summer
372,2022-01-16 11:00:00,2,5,44,372,5.31,85.4,True,Winter
373,2022-01-16 12:00:00,1,6,60,373,9.46,26.54,False,Winter
374,2022-01-16 13:00:00,4,2,87,374,12.76,49.66,False,Winter
375,2022-01-16 14:00:00,4,6,29,375,11.37,97.58,False,Summer
376,2022-01-16 15:00:00,4,4,83,376,14.98,33.99,False,Autumn
377,2022-01-16 16:00:00,3,3,88,377,5.96,59.91,False,Summer
378,2022-01-16 17:00:00,4,2,92,378,11.52,9.93,False,Monsoon
379,2022-01-16 18:00:00,4,3,20,379,2.22,61.0,True,Winter
380,2022-01-16 19:00:00,4,6,64,380,8.57,9.87,True,Monsoon
381,2022-01-16 20:00:00,2,2,68,381,15.13,95.96,True,Monsoon
382,2022-01-16 21:00:00,1,4,81,382,14.02,71.85,True,Summer
383,2022-01-16 22:00:00,2,2,83,383,19.82,79.03,True,Monsoon
384,2022-01-16 23:00:00,1,5,68,384,5.92,70.71,True,Summer
385,2022-01-17 00:00:00,2,1,11,385,10.21,59.38,False,Autumn
386,2022-01-17 01:00:00,1,3,38,386,6.93,45.54,False,Autumn
387,2022-01-17 02:00:00,4,1,60,387,9.09,85.98,False,Winter
388,2022-01-17 03:00:00,4,2,56,388,17.21,95.73,False,Winter
389,2022-01-17 04:00:00,4,5,11,389,13.84,50.4,False,Winter
390,2022-01-17 05:00:00,2,2,62,390,17.71,93.22,False,Monsoon
391,2022-01-17 06:00:00,4,4,39,391,4.47,58.75,True,Summer
392,2022-01-17 07:00:00,3,4,20,392,17.53,54.3,True,Autumn
393,2022-01-17 08:00:00,1,4,17,393,1.67,45.99,True,Monsoon
394,2022-01-17 09:00:00,2,2,88,394,17.83,21.72,True,Summer
395,2022-01-17 10:00:00,4,6,39,395,6.92,1.37,True,Autumn
396,2022-01-17 11:00:00,4,4,32,396,6.63,24.91,True,Monsoon
397,2022-01-17 12:00:00,1,6,67,397,10.49,51.46,False,Monsoon
398,2022-01-17 13:00:00,4,6,55,398,18.84,38.62,False,Monsoon
399,2022-01-17 14:00:00,4,2,38,399,1.43,45.4,False,Summer
400,2022-01-17 15:00:00,1,2,73,400,7.37,98.08,False,Monsoon
401,2022-01-17 16:00:00,1,5,7,401,17.2,35.68,False,Monsoon
402,2022-01-17 17:00:00,3,6,71,402,8.22,45.77,False,Winter
403,2022-01-17 18:00:00,3,3,10,403,4.38,14.22,True,Winter
404,2022-01-17 19:00:00,1,1,6,404,8.78,5.75,True,Monsoon
405,2022-01-17 20:00:00,2,6,66,405,8.02,77.77,True,Autumn
406,2022-01-17 21:00:00,3,3,14,406,18.35,57.5,True,Autumn
407,2022-01-17 22:00:00,1,1,66,407,15.36,76.31,True,Monsoon
408,2022-01-17 23:00:00,4,1,55,408,10.35,15.84,True,Winter
409,2022-01-18 00:00:00,2,2,53,409,19.77,57.61,False,Summer
410,2022-01-18 01:00:00,4,4,13,410,9.57,26.11,False,Summer
411,2022-01-18 02:00:00,3,4,60,411,1.64,23.58,False,Summer
412,2022-01-18 03:00:00,4,4,85,412,5.61,2.14,False,Monsoon
413,2022-01-18 04:00:00,2,3,93,413,9.0,13.9,False,Summer
414,2022-01-18 05:00:00,1,4,73,414,3.56,31.62,False,Winter
415,2022-01-18 06:00:00,1,6,33,415,18.98,12.57,True,Monsoon
416,2022-01-18 07:00:00,2,5,46,416,15.45,98.6,True,Summer
417,2022-01-18 08:00:00,4,2,33,417,5.73,31.55,True,Winter
418,2022-01-18 09:00:00,4,4,75,418,12.02,13.9,True,Summer
419,2022-01-18 10:00:00,2,6,11,419,14.57,20.71,True,Autumn
420,2022-01-18 11:00:00,1,6,99,420,18.85,59.18,True,Autumn
421,2022-01-18 12:00:00,4,4,65,421,17.69,7.34,False,Winter
422,2022-01-18 13:00:00,3,4,3,422,10.55,86.38,False,Winter
423,2022-01-18 14:00:00,2,3,15,423,15.61,96.19,False,Autumn
424,2022-01-18 15:00:00,3,2,95,424,11.46,25.43,False,Winter
425,2022-01-18 16:00:00,3,5,85,425,11.28,45.56,False,Monsoon
426,2022-01-18 17:00:00,1,4,60,426,2.74,3.19,False,Monsoon
427,2022-01-18 18:00:00,2,1,23,427,2.96,64.43,True,Autumn
428,2022-01-18 19:00:00,4,3,24,428,10.83,41.98,True,Monsoon
429,2022-01-18 20:00:00,4,4,51,429,5.74,27.74,True,Winter
430,2022-01-18 21:00:00,2,4,6,430,0.91,21.48,True,Winter
431,2022-01-18 22:00:00,1,6,11,431,14.6,65.75,True,Monsoon
432,2022-01-18 23:00:00,4,3,54,432,1.13,42.21,True,Autumn
433,2022-01-19 00:00:00,4,5,91,433,12.11,18.79,False,Autumn
434,2022-01-19 01:00:00,4,6,39,434,11.01,69.22,False,Winter
435,2022-01-19 02:00:00,1,1,41,435,19.39,56.94,False,Autumn
436,2022-01-19 03:00:00,4,1,76,436,9.94,86.01,False,Autumn
437,2022-01-19 04:00:00,4,5,93,437,1.74,12.63,False,Autumn
438,2022-01-19 05:00:00,3,6,59,438,11.26,78.78,False,Winter
439,2022-01-19 06:00:00,1,3,97,439,16.9,67.68,True,Summer
440,2022-01-19 07:00:00,4,4,86,440,19.94,12.39,True,Summer
441,2022-01-19 08:00:00,1,5,58,441,8.89,69.79,True,Autumn
442,2022-01-19 09:00:00,1,6,80,442,6.75,44.71,True,Summer
443,2022-01-19 10:00:00,4,3,34,443,18.18,94.55,True,Autumn
444,2022-01-19 11:00:00,4,3,44,444,4.23,15.02,True,Winter
445,2022-01-19 12:00:00,1,3,24,445,12.5,64.64,False,Monsoon
446,2022-01-19 13:00:00,1,3,28,446,8.41,38.82,False,Winter
447,2022-01-19 14:00:00,1,1,24,447,1.3,95.72,False,Monsoon
448,2022-01-19 15:00:00,3,3,11,448,7.27,33.67,False,Winter
449,2022-01-19 16:00:00,2,6,96,449,5.67,96.26,False,Monsoon
450,2022-01-19 17:00:00,4,5,78,450,13.88,90.25,False,Monsoon
451,2022-01-19 18:00:00,3,4,34,451,19.0,27.77,True,Summer
452,2022-01-19 19:00:00,3,4,87,452,5.73,80.55,True,Winter
453,2022-01-19 20:00:00,1,6,14,453,16.32,99.56,True,Monsoon
454,2022-01-19 21:00:00,2,6,56,454,1.58,26.01,True,Autumn
455,2022-01-19 22:00:00,4,2,69,455,10.99,44.24,True,Autumn
456,2022-01-19 23:00:00,3,6,3,456,1.88,52.5,True,Winter
457,2022-01-20 00:00:00,4,6,1,457,18.71,30.2,False,Winter
458,2022-01-20 01:00:00,3,5,51,458,15.44,2.51,False,Autumn
459,2022-01-20 02:00:00,4,2,15,459,13.33,22.79,False,Monsoon
460,2022-01-20 03:00:00,1,5,2,460,16.57,28.91,False,Autumn
461,2022-01-20 04:00:00,1,3,22,461,13.13,44.92,False,Autumn
462,2022-01-20 05:00:00,2,6,84,462,19.39,17.94,False,Monsoon
463,2022-01-20 06:00:00,1,6,62,463,14.42,87.45,True,Summer
464,2022-01-20 07:00:00,3,2,59,464,18.53,70.79,True,Autumn
465,2022-01-20 08:00:00,3,3,89,465,10.58,9.43,True,Autumn
466,2022-01-20 09:00:00,3,5,52,466,2.78,65.36,True,Summer
467,2022-01-20 10:00:00,3,1,85,467,10.8,65.71,True,Summer
468,2022-01-20 11:00:00,1,6,96,468,2.97,95.67,True,Winter
469,2022-01-20 12:00:00,1,1,78,469,12.05,1.3,False,Monsoon
470,2022-01-20 13:00:00,2,1,93,470,9.91,25.55,False,Monsoon
471,2022-01-20 14:00:00,4,1,63,471,12.64,92.85,False,Winter
472,2022-01-20 15:00:00,2,4,39,472,0.7,93.28,False,Summer
473,2022-01-20 16:00:00,4,1,80,473,4.3,72.34,False,Monsoon
474,2022-01-20 17:00:00,1,5,79,474,10.08,76.81,False,Monsoon
475,2022-01-20 18:00:00,3,1,47,475,19.03,10.06,True,Autumn
476,2022-01-20 19:00:00,2,6,89,476,7.98,51.87,True,Winter
477,2022-01-20 20:00:00,2,4,87,477,8.78,23.93,True,Monsoon
478,2022-01-20 21:00:00,1,3,89,478,14.44,18.94,True,Monsoon
479,2022-01-20 22:00:00,4,2,87,479,12.27,81.22,True,Monsoon
480,2022-01-20 23:00:00,2,6,51,480,6.33,14.37,True,Monsoon
481,2022-01-21 00:00:00,4,3,39,481,8.51,47.4,False,Winter
482,2022-01-21 01:00:00,2,3,12,482,4.75,93.92,False,Winter
483,2022-01-21 02:00:00,3,2,17,483,19.34,19.4,False,Monsoon
484,2022-01-21 03:00:00,1,1,18,484,3.05,97.82,False,Monsoon
485,2022-01-21 04:00:00,4,1,2,485,7.75,99.43,False,Monsoon
486,2022-01-21 05:00:00,1,5,25,486,1.0,56.01,False,Summer
487,2022-01-21 06:00:00,1,1,15,487,4.82,17.84,True,Autumn
488,2022-01-21 07:00:00,4,1,3,488,15.72,32.29,True,Autumn
489,2022-01-21 08:00:00,4,5,90,489,4.42,43.02,True,Winter
490,2022-01-21 09:00:00,2,6,25,490,2.06,31.62,True,Autumn
491,2022-01-21 10:00:00,4,2,4,491,9.75,28.78,True,Winter
492,2022-01-21 11:00:00,1,5,27,492,0.69,97.25,True,Autumn
493,2022-01-21 12:00:00,1,6,62,493,2.15,16.18,False,Winter
494,2022-01-21 13:00:00,4,1,84,494,16.25,73.6,False,Monsoon
495,2022-01-21 14:00:00,4,6,19,495,15.54,1.04,False,Autumn
496,2022-01-21 15:00:00,2,1,84,496,18.35,60.02,False,Summer
497,2022-01-21 16:00:00,2,1,31,497,17.16,91.68,False,Autumn
498,2022-01-21 17:00:00,2,5,56,498,13.82,29.51,False,Winter
499,2022-01-21 18:00:00,1,2,81,499,1.52,19.37,True,Winter
500,2022-01-21 19:00:00,4,4,69,500,15.77,65.52,True,Monsoon
501,2022-01-21 20:00:00,3,6,25,501,16.99,71.55,True,Monsoon
502,2022-01-21 21:00:00,4,6,12,502,16.08,69.12,True,Winter
503,2022-01-21 22:00:00,4,5,39,503,10.42,32.61,True,Autumn
504,2022-01-21 23:00:00,2,2,99,504,5.04,25.97,True,Summer
505,2022-01-22 00:00:00,3,1,60,505,16.98,95.64,False,Monsoon
506,2022-01-22 01:00:00,4,6,19,506,14.68,92.41,False,Monsoon
507,2022-01-22 02:00:00,3,2,61,507,19.62,46.27,False,Monsoon
508,2022-01-22 03:00:00,3,3,55,508,3.54,84.77,False,Autumn
509,2022-01-22 04:00:00,4,3,3,509,4.9,45.78,False,Summer
510,2022-01-22 05:00:00,2,4,15,510,4.63,43.01,False,Summer
511,2022-01-22 06:00:00,2,6,22,511,15.95,16.52,True,Summer
512,2022-01-22 07:00:00,4,1,20,512,4.14,43.21,True,Summer
513,2022-01-22 08:00:00,3,6,95,513,1.8,54.2,True,Winter
514,2022-01-22 09:00:00,3,4,90,514,19.97,3.23,True,Summer
515,2022-01-22 10:00:00,2,3,57,515,0.98,44.97,True,Winter
516,2022-01-22 11:00:00,2,4,63,516,16.79,78.35,True,Winter
517,2022-01-22 12:00:00,2,6,61,517,7.62,68.32,False,Summer
518,2022-01-22 13:00:00,3,6,3,518,16.91,63.88,False,Autumn
519,2022-01-22 14:00:00,3,3,58,519,11.32,91.05,False,Monsoon
520,2022-01-22 15:00:00,2,3,75,520,18.08,2.79,False,Winter
521,2022-01-22 16:00:00,2,2,32,521,18.56,56.15,False,Summer
522,2022-01-22 17:00:00,3,1,26,522,0.68,78.95,False,Winter
523,2022-01-22 18:00:00,1,3,38,523,1.97,54.59,True,Monsoon
524,2022-01-22 19:00:00,3,1,73,524,5.38,33.07,True,Monsoon
525,2022-01-22 20:00:00,4,4,51,525,13.55,14.49,True,Winter
526,2022-01-22 21:00:00,4,4,7,526,17.82,88.87,True,Monsoon
527,2022-01-22 22:00:00,3,3,43,527,9.47,47.61,True,Winter
528,2022-01-22 23:00:00,4,1,2,528,12.34,87.93,True,Summer
529,2022-01-23 00:00:00,1,3,14,529,4.18,59.0,False,Monsoon
530,2022-01-23 01:00:00,1,3,81,530,16.2,67.75,False,Winter
531,2022-01-23 02:00:00,1,2,92,531,19.36,80.62,False,Winter
532,2022-01-23 03:00:00,4,4,56,532,5.74,66.26,False,Autumn
533,2022-01-23 04:00:00,2,1,54,533,10.15,40.41,False,Winter
534,2022-01-23 05:00:00,1,4,64,534,2.18,51.85,False,Winter
535,2022-01-23 06:00:00,1,2,95,535,11.4,80.5,True,Summer
536,2022-01-23 07:00:00,2,5,75,536,10.3,37.99,True,Summer
537,2022-01-23 08:00:00,3,4,77,537,3.32,39.42,True,Monsoon
538,2022-01-23 09:00:00,2,2,94,538,9.12,10.47,True,Monsoon
539,2022-01-23 10:00:00,3,6,71,539,7.02,91.54,True,Autumn
540,2022-01-23 11:00:00,3,4,38,540,10.68,10.01,True,Winter
541,2022-01-23 12:00:00,2,1,5,541,11.92,65.17,False,Autumn
542,2022-01-23 13:00:00,1,2,63,542,0.67,41.91,False,Monsoon
543,2022-01-23 14:00:00,3,5,52,543,15.34,41.16,False,Summer
544,2022-01-23 15:00:00,2,4,63,544,14.4,68.28,False,Winter
545,2022-01-23 16:00:00,1,2,66,545,7.64,7.64,False,Monsoon
546,2022-01-23 17:00:00,3,5,76,546,1.53,59.78,False,Monsoon
547,2022-01-23 18:00:00,4,6,93,547,15.22,77.43,True,Monsoon
548,2022-01-23 19:00:00,1,1,79,548,19.13,82.99,True,Autumn
549,2022-01-23 20:00:00,2,4,87,549,5.18,17.88,True,Monsoon
550,2022-01-23 21:00:00,4,6,63,550,6.81,89.84,True,Autumn
551,2022-01-23 22:00:00,2,3,30,551,4.08,65.96,True,Monsoon
552,2022-01-23 23:00:00,3,1,92,552,11.75,88.3,True,Winter
553,2022-01-24 00:00:00,1,1,8,553,3.52,49.04,False,Summer
554,2022-01-24 01:00:00,4,1,68,554,7.45,54.66,False,Monsoon
555,2022-01-24 02:00:00,4,1,3,555,14.09,91.98,False,Winter
556,2022-01-24 03:00:00,4,5,55,556,11.42,90.09,False,Monsoon
557,2022-01-24 04:00:00,3,6,74,557,8.04,45.37,False,Summer
558,2022-01-24 05:00:00,1,3,41,558,8.69,28.17,False,Winter
559,2022-01-24 06:00:00,1,4,71,559,11.46,39.92,True,Winter
560,2022-01-24 07:00:00,3,1,9,560,0.61,39.39,True,Summer
561,2022-01-24 08:00:00,2,4,35,561,2.03,29.4,True,Monsoon
562,2022-01-24 09:00:00,4,2,83,562,17.68,27.59,True,Monsoon
563,2022-01-24 10:00:00,2,6,54,563,2.02,86.25,True,Summer
564,2022-01-24 11:00:00,3,6,61,564,14.28,7.92,True,Autumn
565,2022-01-24 12:00:00,2,1,15,565,18.44,68.08,False,Winter
566,2022-01-24 13:00:00,2,1,64,566,5.78,18.11,False,Summer
567,2022-01-24 14:00:00,3,6,80,567,7.72,35.11,False,Autumn
568,2022-01-24 15:00:00,4,4,83,568,11.59,7.09,False,Winter
569,2022-01-24 16:00:00,2,3,45,569,17.69,27.73,False,Winter
570,2022-01-24 17:00:00,1,2,58,570,18.87,77.07,False,Summer
571,2022-01-24 18:00:00,2,6,90,571,14.92,88.62,True,Autumn
572,2022-01-24 19:00:00,2,3,56,572,2.19,22.93,True,Winter
573,2022-01-24 20:00:00,1,4,3,573,13.55,46.89,True,Winter
574,2022-01-24 21:00:00,4,5,21,574,8.5,47.56,True,Autumn
575,2022-01-24 22:00:00,1,1,37,575,9.68,87.48,True,Autumn
576,2022-01-24 23:00:00,4,5,93,576,1.46,76.52,True,Monsoon
577,2022-01-25 00:00:00,3,6,25,577,4.23,51.79,False,Monsoon
578,2022-01-25 01:00:00,3,4,61,578,15.92,67.4,False,Summer
579,2022-01-25 02:00:00,2,4,45,579,9.35,84.89,False,Monsoon
580,2022-01-25 03:00:00,2,4,57,580,6.38,1.94,False,Summer
581,2022-01-25 04:00:00,3,4,30,581,7.99,40.89,False,Monsoon
582,2022-01-25 05:00:00,1,6,65,582,17.16,90.82,False,Summer
583,2022-01-25 06:00:00,3,1,29,583,15.11,74.29,True,Monsoon
584,2022-01-25 07:00:00,4,5,76,584,5.81,54.74,True,Summer
585,2022-01-25 08:00:00,2,2,88,585,2.79,53.43,True,Autumn
586,2022-01-25 09:00:00,1,1,44,586,5.41,35.43,True,Monsoon
587,2022-01-25 10:00:00,2,4,78,587,18.45,52.53,True,Winter
588,2022-01-25 11:00:00,3,6,92,588,11.84,65.88,True,Summer
589,2022-01-25 12:00:00,1,4,85,589,10.9,42.42,False,Autumn
590,2022-01-25 13:00:00,3,1,60,590,12.13,71.7,False,Autumn
591,2022-01-25 14:00:00,4,5,17,591,7.64,86.26,False,Monsoon
592,2022-01-25 15:00:00,3,5,38,592,16.24,16.31,False,Winter
593,2022-01-25 16:00:00,1,3,93,593,10.7,45.7,False,Monsoon
594,2022-01-25 17:00:00,3,3,92,594,2.78,41.39,False,Winter
595,2022-01-25 18:00:00,2,6,50,595,3.02,69.06,True,Monsoon
596,2022-01-25 19:00:00,2,3,54,596,10.97,25.74,True,Autumn
597,2022-01-25 20:00:00,1,4,87,597,18.76,64.38,True,Summer
598,2022-01-25 21:00:00,2,1,84,598,6.51,87.87,True,Autumn
599,2022-01-25 22:00:00,4,6,95,599,17.46,42.4,True,Autumn
600,2022-01-25 23:00:00,4,6,47,600,15.4,91.19,True,Summer
601,2022-01-26 00:00:00,1,1,61,601,5.33,99.32,False,Summer
602,2022-01-26 01:00:00,3,3,21,602,1.21,11.5,False,Summer
603,2022-01-26 02:00:00,2,5,80,603,2.49,24.07,False,Autumn
604,2022-01-26 03:00:00,2,3,27,604,14.71,95.09,False,Summer
605,2022-01-26 04:00:00,3,1,37,605,4.39,95.87,False,Monsoon
606,2022-01-26 05:00:00,3,4,89,606,7.74,10.67,False,Monsoon
607,2022-01-26 06:00:00,3,3,96,607,10.28,2.48,True,Monsoon
608,2022-01-26 07:00:00,3,6,12,608,14.65,16.95,True,Monsoon
609,2022-01-26 08:00:00,2,2,86,609,2.71,99.61,True,Winter
610,2022-01-26 09:00:00,4,2,62,610,8.42,18.82,True,Winter
611,2022-01-26 10:00:00,1,5,17,611,9.96,50.75,True,Autumn
612,2022-01-26 11:00:00,1,1,23,612,11.05,84.99,True,Autumn
613,2022-01-26 12:00:00,3,4,26,613,16.46,3.02,False,Summer
614,2022-01-26 13:00:00,4,6,21,614,3.85,60.84,False,Autumn
615,2022-01-26 14:00:00,2,2,78,615,16.25,28.43,False,Summer
616,2022-01-26 15:00:00,2,3,63,616,14.01,86.37,False,Summer
617,2022-01-26 16:00:00,1,6,13,617,11.34,29.06,False,Autumn
618,2022-01-26 17:00:00,3,4,54,618,14.14,68.99,False,Winter
619,2022-01-26 18:00:00,4,1,64,619,8.53,67.75,True,Summer
620,2022-01-26 19:00:00,1,6,39,620,3.2,22.93,True,Winter
621,2022-01-26 20:00:00,4,6,31,621,13.48,4.45,True,Autumn
622,2022-01-26 21:00:00,3,3,27,622,10.73,41.52,True,Monsoon
623,2022-01-26 22:00:00,3,4,72,623,12.97,29.63,True,Autumn
624,2022-01-26 23:00:00,1,1,7,624,7.09,81.09,True,Winter
625,2022-01-27 00:00:00,3,6,3,625,18.18,80.24,False,Summer
626,2022-01-27 01:00:00,4,4,46,626,11.95,46.25,False,Winter
627,2022-01-27 02:00:00,4,6,34,627,2.17,61.04,False,Autumn
628,2022-01-27 03:00:00,1,2,46,628,9.27,60.82,False,Winter
629,2022-01-27 04:00:00,3,2,87,629,15.25,82.89,False,Summer
630,2022-01-27 05:00:00,2,1,21,630,15.99,43.08,False,Winter
631,2022-01-27 06:00:00,3,2,23,631,10.14,28.27,True,Summer
632,2022-01-27 07:00:00,1,1,65,632,17.95,27.24,True,Autumn
633,2022-01-27 08:00:00,1,6,5,633,5.72,54.08,True,Autumn
634,2022-01-27 09:00:00,2,5,9,634,8.51,45.47,True,Monsoon
635,2022-01-27 10:00:00,1,2,44,635,18.02,44.57,True,Summer
636,2022-01-27 11:00:00,1,4,56,636,17.98,10.02,True,Autumn
637,2022-01-27 12:00:00,2,4,15,637,13.87,72.14,False,Summer
638,2022-01-27 13:00:00,2,1,80,638,17.25,22.16,False,Monsoon
639,2022-01-27 14:00:00,4,5,30,639,2.23,20.5,False,Winter
640,2022-01-27 15:00:00,1,6,16,640,17.37,41.86,False,Monsoon
641,2022-01-27 16:00:00,2,3,72,641,6.75,23.55,False,Monsoon
642,2022-01-27 17:00:00,4,4,29,642,3.98,58.8,False,Winter
643,2022-01-27 18:00:00,1,5,63,643,5.17,37.77,True,Winter
644,2022-01-27 19:00:00,2,4,34,644,8.65,45.44,True,Winter
645,2022-01-27 20:00:00,1,1,44,645,5.4,54.18,True,Monsoon
646,2022-01-27 21:00:00,4,1,46,646,6.75,21.15,True,Autumn
647,2022-01-27 22:00:00,3,3,99,647,3.13,16.42,True,Autumn
648,2022-01-27 23:00:00,1,1,6,648,6.28,88.16,True,Autumn
649,2022-01-28 00:00:00,1,3,99,649,11.66,43.94,False,Autumn
650,2022-01-28 01:00:00,1,6,72,650,9.12,41.8,False,Monsoon
651,2022-01-28 02:00:00,1,1,35,651,7.26,4.53,False,Autumn
652,2022-01-28 03:00:00,2,4,20,652,15.06,50.3,False,Summer
653,2022-01-28 04:00:00,3,1,89,653,17.92,55.86,False,Summer
654,2022-01-28 05:00:00,1,2,66,654,15.26,56.33,False,Winter
655,2022-01-28 06:00:00,2,6,78,655,6.97,71.0,True,Summer
656,2022-01-28 07:00:00,3,6,86,656,15.02,18.57,True,Winter
657,2022-01-28 08:00:00,4,5,14,657,3.46,25.97,True,Monsoon
658,2022-01-28 09:00:00,4,4,91,658,3.04,81.26,True,Autumn
659,2022-01-28 10:00:00,4,6,7,659,7.24,94.77,True,Autumn
660,2022-01-28 11:00:00,4,5,57,660,16.25,14.46,True,Monsoon
661,2022-01-28 12:00:00,4,2,59,661,5.3,50.27,False,Autumn
662,2022-01-28 13:00:00,3,6,97,662,1.73,22.2,False,Summer
663,2022-01-28 14:00:00,1,5,15,663,3.07,6.95,False,Monsoon
664,2022-01-28 15:00:00,4,2,14,664,17.25,33.22,False,Winter
665,2022-01-28 16:00:00,1,1,79,665,12.86,15.23,False,Summer
666,2022-01-28 17:00:00,1,1,79,666,5.44,71.28,False,Monsoon
667,2022-01-28 18:00:00,1,6,14,667,11.33,53.84,True,Autumn
668,2022-01-28 19:00:00,1,2,72,668,10.79,15.24,True,Monsoon
669,2022-01-28 20:00:00,1,4,6,669,13.28,1.91,True,Winter
670,2022-01-28 21:00:00,3,6,65,670,5.05,81.01,True,Autumn
671,2022-01-28 22:00:00,1,1,14,671,17.36,18.44,True,Monsoon
672,2022-01-28 23:00:00,3,4,22,672,6.53,61.02,True,Monsoon
673,2022-01-29 00:00:00,3,5,81,673,14.04,34.36,False,Autumn
674,2022-01-29 01:00:00,1,1,16,674,0.81,58.96,False,Monsoon
675,2022-01-29 02:00:00,3,2,27,675,7.77,32.25,False,Summer
676,2022-01-29 03:00:00,4,6,47,676,7.36,9.61,False,Summer
677,2022-01-29 04:00:00,4,6,21,677,11.1,23.07,False,Winter
678,2022-01-29 05:00:00,4,2,94,678,1.92,19.62,False,Summer
679,2022-01-29 06:00:00,1,1,38,679,15.91,43.37,True,Autumn
680,2022-01-29 07:00:00,4,2,91,680,4.75,66.17,True,Monsoon
681,2022-01-29 08:00:00,2,6,57,681,13.7,27.12,True,Monsoon
682,2022-01-29 09:00:00,2,1,98,682,16.16,2.19,True,Winter
683,2022-01-29 10:00:00,2,3,65,683,11.46,52.37,True,Monsoon
684,2022-01-29 11:00:00,4,1,64,684,14.95,60.97,True,Monsoon
685,2022-01-29 12:00:00,3,4,94,685,13.41,96.32,False,Summer
686,2022-01-29 13:00:00,2,5,13,686,7.43,59.36,False,Winter
687,2022-01-29 14:00:00,3,2,20,687,16.27,47.65,False,Monsoon
688,2022-01-29 15:00:00,3,5,83,688,6.25,57.77,False,Monsoon
689,2022-01-29 16:00:00,1,1,47,689,11.64,92.86,False,Autumn
690,2022-01-29 17:00:00,2,1,43,690,15.04,83.01,False,Autumn
691,2022-01-29 18:00:00,1,1,18,691,7.89,32.97,True,Summer
692,2022-01-29 19:00:00,1,4,16,692,6.4,24.49,True,Summer
693,2022-01-29 20:00:00,1,5,26,693,9.46,27.0,True,Monsoon
694,2022-01-29 21:00:00,4,5,57,694,16.45,50.94,True,Monsoon
695,2022-01-29 22:00:00,1,2,54,695,18.63,74.66,True,Winter
696,2022-01-29 23:00:00,3,1,99,696,11.13,50.82,True,Summer
697,2022-01-30 00:00:00,2,2,99,697,13.4,7.71,False,Monsoon
698,2022-01-30 01:00:00,3,4,1,698,18.11,72.63,False,Summer
699,2022-01-30 02:00:00,2,3,32,699,2.42,80.79,False,Winter
700,2022-01-30 03:00:00,4,6,61,700,5.03,29.66,False,Summer
701,2022-01-30 04:00:00,2,6,44,701,14.32,66.75,False,Summer
702,2022-01-30 05:00:00,2,4,37,702,16.56,43.23,False,Winter
703,2022-01-30 06:00:00,2,3,65,703,17.21,89.02,True,Winter
704,2022-01-30 07:00:00,2,1,22,704,8.59,84.68,True,Summer
705,2022-01-30 08:00:00,3,6,11,705,2.24,53.02,True,Winter
706,2022-01-30 09:00:00,2,5,35,706,9.04,69.46,True,Autumn
707,2022-01-30 10:00:00,1,5,48,707,5.0,88.45,True,Winter
708,2022-01-30 11:00:00,2,2,92,708,6.18,50.08,True,Monsoon
709,2022-01-30 12:00:00,1,3,97,709,15.56,32.01,False,Summer
710,2022-01-30 13:00:00,4,2,54,710,1.97,75.61,False,Monsoon
711,2022-01-30 14:00:00,1,1,47,711,16.64,22.79,False,Autumn
712,2022-01-30 15:00:00,3,5,81,712,8.84,39.46,False,Autumn
713,2022-01-30 16:00:00,1,2,86,713,12.12,86.71,False,Summer
714,2022-01-30 17:00:00,3,3,32,714,2.25,72.72,False,Autumn
715,2022-01-30 18:00:00,1,1,20,715,7.08,40.98,True,Monsoon
716,2022-01-30 19:00:00,2,1,97,716,2.25,22.26,True,Winter
717,2022-01-30 20:00:00,4,3,97,717,19.25,36.24,True,Winter
718,2022-01-30 21:00:00,3,2,68,718,16.24,29.13,True,Autumn
719,2022-01-30 22:00:00,3,4,54,719,9.46,18.43,True,Autumn
720,2022-01-30 23:00:00,2,2,30,720,4.86,74.59,True,Autumn
721,2022-01-31 00:00:00,2,6,18,721,18.7,25.95,False,Monsoon
722,2022-01-31 01:00:00,1,3,55,722,7.22,45.96,False,Winter
723,2022-01-31 02:00:00,3,5,53,723,3.64,39.2,False,Summer
724,2022-01-31 03:00:00,1,2,53,724,11.48,98.23,False,Monsoon
725,2022-01-31 04:00:00,2,4,59,725,18.9,39.72,False,Winter
726,2022-01-31 05:00:00,3,2,67,726,0.57,8.92,False,Monsoon
727,2022-01-31 06:00:00,4,5,88,727,5.14,9.89,True,Winter
728,2022-01-31 07:00:00,4,1,47,728,18.8,59.48,True,Summer
729,2022-01-31 08:00:00,3,2,4,729,3.84,60.34,True,Winter
730,2022-01-31 09:00:00,3,1,57,730,2.71,42.46,True,Monsoon
731,2022-01-31 10:00:00,2,6,19,731,11.62,43.75,True,Summer
732,2022-01-31 11:00:00,3,5,99,732,17.31,6.34,True,Monsoon
733,2022-01-31 12:00:00,3,4,2,733,9.8,52.14,False,Monsoon
734,2022-01-31 13:00:00,4,2,92,734,19.89,50.97,False,Autumn
735,2022-01-31 14:00:00,2,1,67,735,13.74,15.81,False,Winter
